team_name,category,model,livery,championship_names,livery_id,model_folder
Breakell-Lane Engineering,GT5,Ginetta G40,Ginetta G40 GT5 #46,GT5 Intercontinental Clash,62,ginetta_g40
Velocity UK Developments,GT5,Ginetta G40,Ginetta G40 GT5 #50,GT5 Intercontinental Clash,63,ginetta_g40
Velocity UK Developments,GT5,Ginetta G40,Ginetta G40 GT5 #53,GT5 Intercontinental Clash,64,ginetta_g40
Meridian Cup Racing,GT5,Ginetta G40,Ginetta G40 GT5 #58,GT5 Intercontinental Clash,65,ginetta_g40
Meridian Cup Racing,GT5,Ginetta G40,Ginetta G40 GT5 #62,GT5 Intercontinental Clash,66,ginetta_g40
High Plains Speedworks,GT5,Ginetta G40,Ginetta G40 GT5 #66,GT5 Intercontinental Clash,67,ginetta_g40
High Plains Speedworks,GT5,Ginetta G40,Ginetta G40 GT5 #77,GT5 Intercontinental Clash,68,ginetta_g40
Cotswold Precision Racing,GT5,Ginetta G40,Ginetta G40 GT5 #88,GT5 Intercontinental Clash,69,ginetta_g40
Cotswold Precision Racing,GT5,Ginetta G40,Ginetta G40 GT5 #92,GT5 Intercontinental Clash,70,ginetta_g40
Eurofarma RC,GT5,Puma P052,Puma P052 #55 - A.Maia Skin,Puma GT5 Desafio,60,puma_p052
Eurofarma RC,GT5,Puma P052,Puma P052 #56 - F.Karstens Skin,Puma GT5 Desafio,61,puma_p052
RCM Motorsport,GT5,Puma P052,Puma P052 #60 - R.Fleury Skin,Puma GT5 Desafio,62,puma_p052
RCM Motorsport,GT5,Puma P052,Puma P052 #90 - L.Fernando Skin,Puma GT5 Desafio,65,puma_p052
Ipiranga Racing,GT5,Puma P052,Puma P052 #91 - A.Teixeira Skin,Puma GT5 Desafio,66,puma_p052
Ipiranga Racing,GT5,Puma P052,Puma P052 #95 - E.Freshi Skin,Puma GT5 Desafio,68,puma_p052
Crown Racing,GT5,Puma P052,Puma P052 #96,Puma GT5 Desafio,69,puma_p052
Crown Racing,GT5,Puma P052,Puma P052 #99,Puma GT5 Desafio,70,puma_p052
Apex-Works North,GTOpen,Ginetta G55 GT3,Ginetta G55 #06,British GT Open,51,ginetta_g55_gt3
Apex-Works North,GTOpen,Ginetta G55 GT3,Ginetta G55 #10,British GT Open,52,ginetta_g55_gt3
Breakell-Lane Engineering,GTOpen,Ginetta G55 GT3,Ginetta G55 #11,British GT Open,53,ginetta_g55_gt3
Breakell-Lane Engineering,GTOpen,Ginetta G55 GT3,Ginetta G55 #13,British GT Open,54,ginetta_g55_gt3
Velocity UK Developments,GTOpen,Ginetta G55 GT3,Ginetta G55 #14,British GT Open,55,ginetta_g55_gt3
Velocity UK Developments,GTOpen,Ginetta G55 GT3,Ginetta G55 #15,British GT Open,56,ginetta_g55_gt3
Meridian Cup Racing,GTOpen,Ginetta G55 GT3,Ginetta G55 #16,British GT Open,57,ginetta_g55_gt3
Meridian Cup Racing,GTOpen,Ginetta G55 GT3,Ginetta G55 #19,British GT Open,58,ginetta_g55_gt3
High Plains Speedworks,GTOpen,Ultima GTR Race,Shenway GT #1,British GT Open,51,ultima_race
High Plains Speedworks,GTOpen,Ultima GTR Race,Team eXtreme #2,British GT Open,52,ultima_race
Cotswold Precision Racing,GTOpen,Ultima GTR Race,Team eXtreme #91,British GT Open,53,ultima_race
Cotswold Precision Racing,GTOpen,Ultima GTR Race,Interlink M-Sport #3,British GT Open,54,ultima_race
Atlas Racing Group,GTOpen,Ultima GTR Race,Interlink M-Sport #5,British GT Open,55,ultima_race
Atlas Racing Group,GTOpen,Ultima GTR Race,Simmersons Motorsports #4,British GT Open,56,ultima_race
Catalyst Motorsports,GTOpen,Ultima GTR Race,Simmersons Motorsports #77,British GT Open,57,ultima_race
Catalyst Motorsports,GTOpen,Ultima GTR Race,DKS Engineering #9,British GT Open,58,ultima_race
Garnet Motorsport,GTOpen,Ultima GTR Race,JGT Racing #12,British GT Open,59,ultima_race
Garnet Motorsport,GTOpen,Ultima GTR Race,Bisley Autosports #17,British GT Open,60,ultima_race
Ironwood Performance,GTOpen,Ultima GTR Race,Team Reiza #21,British GT Open,61,ultima_race
Ironwood Performance,GTOpen,Ultima GTR Race,Team Reiza #22,British GT Open,62,ultima_race
Kaiser-Wolff Racing,GTOpen,Ultima GTR Race,Moorefield Motorsports #27,British GT Open,63,ultima_race
Kaiser-Wolff Racing,GTOpen,Ultima GTR Race,RevLine Racing #32,British GT Open,64,ultima_race
Liberty Motorsports,GTOpen,Ultima GTR Race,RevLine Racing #42,British GT Open,65,ultima_race
Liberty Motorsports,GTOpen,Ultima GTR Race,Parkway Racing #35,British GT Open,66,ultima_race
Nova Aero,GTOpen,Ultima GTR Race,Parkway Racing #99,British GT Open,67,ultima_race
Nova Aero,GTOpen,Ultima GTR Race,Team NorthStar Cars #82,British GT Open,68,ultima_race
Brabham Racing Organisation,F-Vintage_Gen1,Formula Vintage Gen1 Model1,Bradley Motorsports #5,Formula 1 (Vintage Gen 1),51,formula_vintage_g1m1
Brabham Racing Organisation,F-Vintage_Gen1,Formula Vintage Gen1 Model1,Bradley Motorsports #6,Formula 1 (Vintage Gen 1),52,formula_vintage_g1m1
Cooper Car Company,F-Vintage_Gen1,Formula Vintage Gen1 Model1,Team Hornsey #13,Formula 1 (Vintage Gen 1),53,formula_vintage_g1m1
Cooper Car Company,F-Vintage_Gen1,Formula Vintage Gen1 Model1,Team Hornsey #14,Formula 1 (Vintage Gen 1),54,formula_vintage_g1m1
Owen Racing Organisation,F-Vintage_Gen1,Formula Vintage Gen1 Model1,North Racing #15,Formula 1 (Vintage Gen 1),55,formula_vintage_g1m1
Owen Racing Organisation,F-Vintage_Gen1,Formula Vintage Gen1 Model1,North Racing #16,Formula 1 (Vintage Gen 1),56,formula_vintage_g1m1
Anglo American Racers,F-Vintage_Gen1,Formula Vintage Gen1 Model1,McLean G.P. #17,Formula 1 (Vintage Gen 1),57,formula_vintage_g1m1
Anglo American Racers,F-Vintage_Gen1,Formula Vintage Gen1 Model1,McLean G.P. #18,Formula 1 (Vintage Gen 1),58,formula_vintage_g1m1
Reg Parnell Racing,F-Vintage_Gen1,Formula Vintage Gen1 Model1,Royal Motorsports #19,Formula 1 (Vintage Gen 1),59,formula_vintage_g1m1
Reg Parnell Racing,F-Vintage_Gen1,Formula Vintage Gen1 Model1,Royal Motorsports #20,Formula 1 (Vintage Gen 1),60,formula_vintage_g1m1
Honda Racing,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Hoshino Racing Team #1,Formula 1 (Vintage Gen 1),51,formula_vintage_g1m2
Honda Racing,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Dank Racing #2,Formula 1 (Vintage Gen 1),52,formula_vintage_g1m2
Scuderia Scribante,F-Vintage_Gen1,Formula Vintage Gen1 Model2,EMS Racing #3,Formula 1 (Vintage Gen 1),53,formula_vintage_g1m2
Scuderia Scribante,F-Vintage_Gen1,Formula Vintage Gen1 Model2,EMS Racing #4,Formula 1 (Vintage Gen 1),54,formula_vintage_g1m2
Scuderia Ferrari,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Scuderia Forza #7,Formula 1 (Vintage Gen 1),55,formula_vintage_g1m2
Scuderia Ferrari,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Scuderia Forza #8,Formula 1 (Vintage Gen 1),56,formula_vintage_g1m2
Matra Sports,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Copper Motor Engineering #9,Formula 1 (Vintage Gen 1),57,formula_vintage_g1m2
Matra Sports,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Copper Motor Engineering #10,Formula 1 (Vintage Gen 1),58,formula_vintage_g1m2
Team Lotus,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Pheonix West Racing #11,Formula 1 (Vintage Gen 1),59,formula_vintage_g1m2
Team Lotus,F-Vintage_Gen1,Formula Vintage Gen1 Model2,Pheonix West Racing #12,Formula 1 (Vintage Gen 1),60,formula_vintage_g1m2
Scuderia Scribante,F-Vintage_Gen2,Formula Vintage Gen2 Model1,EMS Racing #1,Formula 1 (Vintage Gen 2),51,formula_vintage_g2m1
Scuderia Scribante,F-Vintage_Gen2,Formula Vintage Gen2 Model1,EMS Racing #2,Formula 1 (Vintage Gen 2),52,formula_vintage_g2m1
Brabham Racing Organisation,F-Vintage_Gen2,Formula Vintage Gen2 Model1,Crown Motorsports #5,Formula 1 (Vintage Gen 2),53,formula_vintage_g2m1
Brabham Racing Organisation,F-Vintage_Gen2,Formula Vintage Gen2 Model1,Crown Motorsports #6,Formula 1 (Vintage Gen 2),54,formula_vintage_g2m1
Anglo American Racers,F-Vintage_Gen2,Formula Vintage Gen2 Model1,McLean G.P. #7,Formula 1 (Vintage Gen 2),55,formula_vintage_g2m1
Anglo American Racers,F-Vintage_Gen2,Formula Vintage Gen2 Model1,McLean G.P. #8,Formula 1 (Vintage Gen 2),56,formula_vintage_g2m1
Matra Sports,F-Vintage_Gen2,Formula Vintage Gen2 Model1,Trent Motorsports #11,Formula 1 (Vintage Gen 2),57,formula_vintage_g2m1
Matra Sports,F-Vintage_Gen2,Formula Vintage Gen2 Model1,Trent Motorsports #12,Formula 1 (Vintage Gen 2),58,formula_vintage_g2m1
Scuderia Ferrari,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Scuderia Forza #9,Formula 1 (Vintage Gen 2),51,formula_vintage_g2m2
Scuderia Ferrari,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Scuderia Forza #10,Formula 1 (Vintage Gen 2),52,formula_vintage_g2m2
Reg Parnell Racing,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Royal Motorsports #13,Formula 1 (Vintage Gen 2),53,formula_vintage_g2m2
Reg Parnell Racing,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Royal Motorsports #14,Formula 1 (Vintage Gen 2),54,formula_vintage_g2m2
Owen Racing Organisation,F-Vintage_Gen2,Formula Vintage Gen2 Model2,North Racing #15,Formula 1 (Vintage Gen 2),55,formula_vintage_g2m2
Owen Racing Organisation,F-Vintage_Gen2,Formula Vintage Gen2 Model2,North Racing #16,Formula 1 (Vintage Gen 2),56,formula_vintage_g2m2
Team Lotus,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Rich Racing #17,Formula 1 (Vintage Gen 2),57,formula_vintage_g2m2
Team Lotus,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Rich Racing #18,Formula 1 (Vintage Gen 2),58,formula_vintage_g2m2
Honda Racing,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Dank Racing #21,Formula 1 (Vintage Gen 2),59,formula_vintage_g2m2
Honda Racing,F-Vintage_Gen2,Formula Vintage Gen2 Model2,Dank Racing #22,Formula 1 (Vintage Gen 2),60,formula_vintage_g2m2
Brabham Racing Organisation,F-Retro_Gen1,Brabham BT44,Brabham BT44 #7,Formula 1 (Retro Gen 1),51,brabham_bt44
Brabham Racing Organisation,F-Retro_Gen1,Brabham BT44,Brabham BT44 #8,Formula 1 (Retro Gen 1),52,brabham_bt44
Martini Racing,F-Retro_Gen1,Brabham BT44,Brabham BT44 #17,Formula 1 (Retro Gen 1),53,brabham_bt44
Martini Racing,F-Retro_Gen1,Brabham BT44,Brabham BT44 #18,Formula 1 (Retro Gen 1),54,brabham_bt44
Lucky Strike Racing,F-Retro_Gen1,Formula Retro V12,Rich Racing #9,Formula 1 (Retro Gen 1),51,formula_retro_v12
Lucky Strike Racing,F-Retro_Gen1,Formula Retro V12,Rich Racing #10,Formula 1 (Retro Gen 1),52,formula_retro_v12
Reg Parnell Racing,F-Retro_Gen1,Formula Retro V12,Royal Motorsports #11,Formula 1 (Retro Gen 1),53,formula_retro_v12
Reg Parnell Racing,F-Retro_Gen1,Formula Retro V12,Royal Motorsports #12,Formula 1 (Retro Gen 1),54,formula_retro_v12
Scuderia Ferrari,F-Retro_Gen1,Formula Retro V12,Scuderia Forza #54,Formula 1 (Retro Gen 1),55,formula_retro_v12
Scuderia Ferrari,F-Retro_Gen1,Formula Retro V12,Scuderia Forza #55,Formula 1 (Retro Gen 1),56,formula_retro_v12
Copersucar Fittipaldi,F-Retro_Gen1,Formula Retro V8,ATM Racing #3,Formula 1 (Retro Gen 1),51,formula_retro_v8
Copersucar Fittipaldi,F-Retro_Gen1,Formula Retro V8,ATM Racing #4,Formula 1 (Retro Gen 1),52,formula_retro_v8
Hesketh Racing,F-Retro_Gen1,Formula Retro V8,JP Racing #15,Formula 1 (Retro Gen 1),53,formula_retro_v8
Hesketh Racing,F-Retro_Gen1,Formula Retro V8,JP Racing #16,Formula 1 (Retro Gen 1),54,formula_retro_v8
Embassy Hill,F-Retro_Gen1,Formula Retro V8,Stevens Racing #27,Formula 1 (Retro Gen 1),55,formula_retro_v8
Embassy Hill,F-Retro_Gen1,Formula Retro V8,Stevens Racing #28,Formula 1 (Retro Gen 1),56,formula_retro_v8
Williams Racing,F-Retro_Gen1,Formula Retro V8,Lord Racing #32,Formula 1 (Retro Gen 1),57,formula_retro_v8
Williams Racing,F-Retro_Gen1,Formula Retro V8,Lord Racing #33,Formula 1 (Retro Gen 1),58,formula_retro_v8
Team Lotus,F-Retro_Gen1,Lotus 72E,Team Lotus 72E #1,Formula 1 (Retro Gen 1),51,lotus_72e
Team Lotus,F-Retro_Gen1,Lotus 72E,Team Lotus 72E #2,Formula 1 (Retro Gen 1),52,lotus_72e
British Racing Motors,F-Retro_Gen1,Lotus 72E,Team Lotus 72E #29,Formula 1 (Retro Gen 1),53,lotus_72e
British Racing Motors,F-Retro_Gen1,Lotus 72E,Team Lotus 72E #30,Formula 1 (Retro Gen 1),54,lotus_72e
McLaren Racing,F-Retro_Gen1,McLaren M23,McLaren M23 #5,Formula 1 (Retro Gen 1),51,mclaren_m23
McLaren Racing,F-Retro_Gen1,McLaren M23,McLaren M23 #6,Formula 1 (Retro Gen 1),52,mclaren_m23
Brabham Racing Organisation,F-Retro_Gen2,Brabham Alfa Romeo BT46B,Brabham BT46B #11,Formula 1 (Retro Gen 2),51,brabham_bt46
Brabham Racing Organisation,F-Retro_Gen2,Brabham Alfa Romeo BT46B,Brabham BT46B #22,Formula 1 (Retro Gen 2),52,brabham_bt46
Martini Racing,F-Retro_Gen2,Brabham Cosworth BT49,Brabham BT49 #5,Formula 1 (Retro Gen 2),51,brabham_bt49
Martini Racing,F-Retro_Gen2,Brabham Cosworth BT49,Brabham BT49 #66,Formula 1 (Retro Gen 2),52,brabham_bt49
Lucky Strike Racing,F-Retro_Gen2,Formula Retro Gen2,Bolt G.P. #07,Formula 1 (Retro Gen 2),51,formula_retro_g2
Lucky Strike Racing,F-Retro_Gen2,Formula Retro Gen2,Bolt G.P. #08,Formula 1 (Retro Gen 2),52,formula_retro_g2
Scuderia Ferrari,F-Retro_Gen2,Formula Retro Gen2,Scuderia Forza #10,Formula 1 (Retro Gen 2),53,formula_retro_g2
Scuderia Ferrari,F-Retro_Gen2,Formula Retro Gen2,Scuderia Forza #12,Formula 1 (Retro Gen 2),54,formula_retro_g2
Copersucar Fittipaldi,F-Retro_Gen2,Formula Retro Gen2,Fittipaldi Automotive #14,Formula 1 (Retro Gen 2),55,formula_retro_g2
Copersucar Fittipaldi,F-Retro_Gen2,Formula Retro Gen2,Fittipaldi Automotive #15,Formula 1 (Retro Gen 2),56,formula_retro_g2
Reg Parnell Racing,F-Retro_Gen2,Formula Retro Gen2,Winston G.P. #17,Formula 1 (Retro Gen 2),57,formula_retro_g2
Reg Parnell Racing,F-Retro_Gen2,Formula Retro Gen2,Winston G.P. #18,Formula 1 (Retro Gen 2),58,formula_retro_g2
Hesketh Racing,F-Retro_Gen2,Formula Retro Gen2,Didcot Racing #19,Formula 1 (Retro Gen 2),59,formula_retro_g2
Hesketh Racing,F-Retro_Gen2,Formula Retro Gen2,Didcot Racing #20,Formula 1 (Retro Gen 2),60,formula_retro_g2
Williams Racing,F-Retro_Gen2,Formula Retro Gen2,Lione G.P. #21,Formula 1 (Retro Gen 2),61,formula_retro_g2
Williams Racing,F-Retro_Gen2,Formula Retro Gen2,Lione G.P. #22,Formula 1 (Retro Gen 2),62,formula_retro_g2
Team Lotus,F-Retro_Gen2,Lotus 79,Team Lotus 79 #6,Formula 1 (Retro Gen 2),51,lotus_79
Team Lotus,F-Retro_Gen2,Lotus 79,Team Lotus 79 #55,Formula 1 (Retro Gen 2),52,lotus_79
British Racing Motors,F-Retro_Gen2,Lotus 79,Team Lotus 79 #1,Formula 1 (Retro Gen 2),53,lotus_79
British Racing Motors,F-Retro_Gen2,Lotus 79,Team Lotus 79 #2,Formula 1 (Retro Gen 2),54,lotus_79
Embassy Hill,F-Retro_Gen2,Lotus 79,Team Lotus 79 #3,Formula 1 (Retro Gen 2),55,lotus_79
Embassy Hill,F-Retro_Gen2,Lotus 79,Team Lotus 79 #4,Formula 1 (Retro Gen 2),56,lotus_79
Brabham Racing Organisation,F-Retro_Gen3,Brabham BMW BT52,Brabham BT52 #5,Formula 1 (Retro Gen 3),51,brabham_bt52
Brabham Racing Organisation,F-Retro_Gen3,Brabham BMW BT52,Brabham BT52 #6,Formula 1 (Retro Gen 3),52,brabham_bt52
Williams Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Lione G.P. #12,Formula 1 (Retro Gen 3),51,formula_retro_g3
Williams Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Lione G.P. #13,Formula 1 (Retro Gen 3),52,formula_retro_g3
Lucky Strike Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Bolt G.P. #14,Formula 1 (Retro Gen 3),53,formula_retro_g3
Lucky Strike Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Bolt G.P. #15,Formula 1 (Retro Gen 3),54,formula_retro_g3
Hesketh Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Didcot Racing #16,Formula 1 (Retro Gen 3),55,formula_retro_g3
Hesketh Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Didcot Racing #17,Formula 1 (Retro Gen 3),56,formula_retro_g3
Reg Parnell Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Team Hornsey #24,Formula 1 (Retro Gen 3),57,formula_retro_g3
Reg Parnell Racing,F-Retro_Gen3,Formula Retro Gen3 DFY,Team Hornsey #25,Formula 1 (Retro Gen 3),58,formula_retro_g3
British Racing Motors,F-Retro_Gen3,Formula Retro Gen3 DFY,Surrey Racing #26,Formula 1 (Retro Gen 3),59,formula_retro_g3
British Racing Motors,F-Retro_Gen3,Formula Retro Gen3 DFY,Surrey Racing #27,Formula 1 (Retro Gen 3),60,formula_retro_g3
Embassy Hill,F-Retro_Gen3,Formula Retro Gen3 Turbo,Rich Racing #18,Formula 1 (Retro Gen 3),51,formula_retro_g3_te
Embassy Hill,F-Retro_Gen3,Formula Retro Gen3 Turbo,Rich Racing #19,Formula 1 (Retro Gen 3),52,formula_retro_g3_te
Honda Racing,F-Retro_Gen3,Formula Retro Gen3 Turbo,Team Virystone #20,Formula 1 (Retro Gen 3),53,formula_retro_g3_te
Honda Racing,F-Retro_Gen3,Formula Retro Gen3 Turbo,Team Virystone #21,Formula 1 (Retro Gen 3),54,formula_retro_g3_te
Team Lotus,F-Retro_Gen3,Formula Retro Gen3 Turbo,Soul Racing #22,Formula 1 (Retro Gen 3),55,formula_retro_g3_te
Team Lotus,F-Retro_Gen3,Formula Retro Gen3 Turbo,Soul Racing #23,Formula 1 (Retro Gen 3),56,formula_retro_g3_te
Scuderia Ferrari,F-Retro_Gen3,Formula Retro Gen3 Turbo,Scuderia Forza #28,Formula 1 (Retro Gen 3),57,formula_retro_g3_te
Scuderia Ferrari,F-Retro_Gen3,Formula Retro Gen3 Turbo,Scuderia Forza #29,Formula 1 (Retro Gen 3),58,formula_retro_g3_te
Copersucar Fittipaldi,F-Retro_Gen3,Formula Retro Gen3 Turbo,Scuderia Milano #30,Formula 1 (Retro Gen 3),59,formula_retro_g3_te
Copersucar Fittipaldi,F-Retro_Gen3,Formula Retro Gen3 Turbo,Scuderia Milano #31,Formula 1 (Retro Gen 3),60,formula_retro_g3_te
McLaren Racing,F-Retro_Gen3,McLaren Cosworth MP4/1C,McLaren MP4/1C #7,Formula 1 (Retro Gen 3),51,mclaren_mp4_1c
McLaren Racing,F-Retro_Gen3,McLaren Cosworth MP4/1C,McLaren MP4/1C #8,Formula 1 (Retro Gen 3),52,mclaren_mp4_1c
British Racing Motors,F-Classic_Gen1,Formula Classic Gen1 Model1,Surrey Racing #14,Formula 1 (Classic Gen 1),51,formula_classic_g1m1
British Racing Motors,F-Classic_Gen1,Formula Classic Gen1 Model1,Surrey Racing #99,Formula 1 (Classic Gen 1),52,formula_classic_g1m1
Embassy Hill,F-Classic_Gen1,Formula Classic Gen1 Model1,DNA-US #5,Formula 1 (Classic Gen 1),53,formula_classic_g1m1
Embassy Hill,F-Classic_Gen1,Formula Classic Gen1 Model1,DNA-US #6,Formula 1 (Classic Gen 1),54,formula_classic_g1m1
Hesketh Racing,F-Classic_Gen1,Formula Classic Gen1 Model1,Didcot Racing #17,Formula 1 (Classic Gen 1),55,formula_classic_g1m1
Hesketh Racing,F-Classic_Gen1,Formula Classic Gen1 Model1,Didcot Racing #18,Formula 1 (Classic Gen 1),56,formula_classic_g1m1
Brabham Racing Organisation,F-Classic_Gen1,Formula Classic Gen1 Model1,Bradley Motorsports #25,Formula 1 (Classic Gen 1),57,formula_classic_g1m1
Brabham Racing Organisation,F-Classic_Gen1,Formula Classic Gen1 Model1,Bradley Motorsports #26,Formula 1 (Classic Gen 1),58,formula_classic_g1m1
Scuderia Ferrari,F-Classic_Gen1,Formula Classic Gen1 Model1,Scuderia Forza #35,Formula 1 (Classic Gen 1),59,formula_classic_g1m1
Scuderia Ferrari,F-Classic_Gen1,Formula Classic Gen1 Model1,Scuderia Forza #36,Formula 1 (Classic Gen 1),60,formula_classic_g1m1
Honda Racing,F-Classic_Gen1,Formula Classic Gen1 Model2,United Racing #3,Formula 1 (Classic Gen 1),51,formula_classic_g1m2
Honda Racing,F-Classic_Gen1,Formula Classic Gen1 Model2,United Racing #4,Formula 1 (Classic Gen 1),52,formula_classic_g1m2
McLaren Racing,F-Classic_Gen1,Formula Classic Gen1 Model2,McLean G.P. #7,Formula 1 (Classic Gen 1),53,formula_classic_g1m2
McLaren Racing,F-Classic_Gen1,Formula Classic Gen1 Model2,McLean G.P. #8,Formula 1 (Classic Gen 1),54,formula_classic_g1m2
Reg Parnell Racing,F-Classic_Gen1,Formula Classic Gen1 Model2,Deutsch Speed Racing #13,Formula 1 (Classic Gen 1),55,formula_classic_g1m2
Reg Parnell Racing,F-Classic_Gen1,Formula Classic Gen1 Model2,Deutsch Speed Racing #14,Formula 1 (Classic Gen 1),56,formula_classic_g1m2
